IdIngredient;IngredientNameEN;IngredientNameFR;IngredientSynonymEN;IngredientSynonymFR;CategoryEN;CategoryFR;ContituentIngredientsEN;ContituentIngredientsFR;IngredientPrice
463;Buffalo currant;Groseille à maquereau;currant-buffalo;groseille-buffle;Fruit;Fruit;Buffalo currant;Groseille à maquereau;1.495621019
464;Deerberry;Raisin de cerf;deer-berry;cerf-mûre;Fruit;Fruit;Deerberry;Raisin de cerf;1.345375609
465;Ginseng;Ginseng;ginseng;ginseng;Vegetable;Légume;Ginseng;Ginseng;0.540962764
466;Longan;Longan;longan;longan;Plant;Plante;Longan;Longan;1.936126912
469;Rambutan;Ramboutan;rambutan;ramboutan;Fruit;Fruit;Rambutan;Ramboutan;1.871550497
470;Red rice;Riz rouge;rice-red;riz-rouge;Cereal;Céréales;Red rice;Riz rouge;3.011330016
472;Welsh onion;Oignon gallois;onion-welsh, onion-spring, scallion;oignon-gallois, oignon-ressort, échalote;Vegetable;Légume;Welsh onion;Oignon gallois;1.884646358
473;Hard wheat;Blé dur;wheat-hard, spaghetti;blé-dur, spaghetti;Cereal;Céréales;Hard wheat;Blé dur;2.5398058
474;Triticale;Triticale;triticale;triticale;Cereal;Céréales;Triticale;Triticale;3.137605124
475;Komatsuna;Komatsuna;komatsuna;komatsuna;Vegetable;Légume;Komatsuna;Komatsuna;0.957854715
476;Pak choy;Pak choy;pak-choy, pak-choi;pak-choy, pak-choi;Vegetable;Légume;Pak choy;Pak choy;0.913234377
477;Jostaberry;Jostaberry;jostaberry;jostaberry;Fruit;Fruit;Jostaberry;Jostaberry;1.961179031
478;Kai lan;Kai lan;kai-lan;kai-lan;Vegetable;Légume;Kai lan;Kai lan;1.722900454
480;Pineappple sage;Sauge ananas;pineappple-sage;ananas-sauce;Herb;Herbe;Pineappple sage;Sauge ananas;0.962933616
481;Skunk currant;Groseille à maquereau;currant-skunk;groseille-skunk;Fruit;Fruit;Skunk currant;Groseille à maquereau;0.801419082
482;Breakfast cereal;Céréales pour petit-déjeuner;cereal;céréales;Cereal;Céréales;Breakfast cereal;Céréales pour petit-déjeuner;2.698302288
484;Pasta;Pâtes;pasta;pâtes;Bakery;Boulangerie;Pasta;Pâtes;1.477180068
485;Biscuit;Biscuit;biscuit;biscuit;Bakery;Boulangerie;Biscuit;Biscuit;2.098429764
486;Sourdough;Sourdough;sourdough;levain;Cereal;Céréales;Sourdough;Sourdough;2.600618923
487;Spirit;Esprit;spirit;esprit;Beverage Alcoholic;Boisson alcoolisée;Spirit;Esprit;10.7366377
489;Abalone;Ormeau;abalone;ormeau;Fungus;Champignon;Abalone;Ormeau;1.387546699
490;Abiyuch;Abiyuch;abiyuch;abiyuch;Plant;Plante;Abiyuch;Abiyuch;2.32139275
491;Acerola;Acérola;acerola;acérola;Fruit;Fruit;Acerola;Acérola;1.992612204
492;Acorn;Gland;acorn;gland;Nuts & Seed;Noix et graines;Acorn;Gland;1.856338287
493;Winter squash;Courge d'hiver;squash-winter, squash-yellow;courge-hiver, courge-jaune;Fruit;Fruit;Winter squash;Courge d'hiver;1.921867435
494;Agar;Agar;agar;agar;Additive;Condiment;Agar;Agar;0.765096509
495;Red king crab;Crabe royal rouge;#crab-red-king#;#crabe-rouge;Seafood;Fruits de mer;Red king crab;Crabe royal rouge;7.688136052
496;Alfalfa;Luzerne;alfalfa;luzerne;Herb;Herbe;Alfalfa;Luzerne;0.789238559
497;Amaranth;Amarante;amaranth;amarante;Herb;Herbe;Amaranth;Amarante;0.936043049
498;Arrowhead;Tête de flèche;arrowhead;tête de flèche;Vegetable;Légume;Arrowhead;Tête de flèche;1.869502733
499;Arrowroot;Arrowroot (racine de flèche);arrowroot;arrowroot;Vegetable;Légume;Arrowroot;Arrowroot (racine de flèche);1.677024029
500;Atlantic herring;Hareng de l'Atlantique;#herring-atlantic#;#hareng-atlantique#;Fish;Poisson;Atlantic herring;Hareng de l'Atlantique;6.855669153
501;Atlantic mackerel;Maquereau de l'Atlantique;#mackerel-atlantic#;#mackerel-atlantique#;Fish;Poisson;Atlantic mackerel;Maquereau de l'Atlantique;16.07893315
502;Painted comber;Mérou de l'Atlantique;comber;combe;Fish;Poisson;Painted comber;Mérou de l'Atlantique;9.989794687
503;Atlantic pollock;Loup atlantique;#pollock-atlantic#;#pollock-atlantique#;Fish;Poisson;Atlantic pollock;Loup atlantique;15.21623444
504;Atlantic wolffish;Loup atlantique;wolffish;loup de mer;Fish;Poisson;Atlantic wolffish;Loup atlantique;6.459076807
505;Bamboo shoots;Pousses de bambou;bamboo-shoot;pousse de bambou;Plant;Plante;Bamboo shoots;Pousses de bambou;2.119067819
506;Striped bass;Bar rayé;bass;bar;Fish;Poisson;Striped bass;Bar rayé;7.095045318
507;Beaver;Castor;beaver;castor;Meat;Viande;Beaver;Castor;4.240355484
508;Beech nut;Noix de hêtre;nut-beech;noix-hêtre;Nuts & Seed;Noix et graines;Beech nut;Noix de hêtre;1.617720681
509;Beluga whale;Béluga;#whale-beluga#;#baleine-béluga;Fish;Poisson;Beluga whale;Béluga;7.288999843
510;Bison;Bison;bison;bison;Meat;Viande;Bison;Bison;5.888451091
511;Black bear;Ours noir;#bear-black#;#ours-noir;Meat;Viande;Black bear;Ours noir;9.022188389
512;Alaska blackfish;Poisson noir d'Alaska;blackfish;poisson noir;Fish;Poisson;Alaska blackfish;Poisson noir d'Alaska;15.65733862
513;Northern bluefin tuna;Thon rouge du Nord;#tuna-bluefin#;#thon rouge#;Fish;Poisson;Northern bluefin tuna;Thon rouge du Nord;8.106384656
514;Bluefish;Poisson bleu;bluefish;poisson bleu;Fish;Poisson;Bluefish;Poisson bleu;15.93120038
515;Wild boar;Sanglier;boar;sanglier;Meat;Viande;Wild boar;Sanglier;12.87067038
516;Bowhead whale;Baleine boréale;#whale-bowhead#;#whale-bowhead#;Fish;Poisson;Bowhead whale;Baleine boréale;10.16850162
517;Breadfruit;Fruit à pain;breadfruit;fruit à pain;Fruit;Fruit;Breadfruit;Fruit à pain;0.665967904
519;Rapini;Rapini;rapini;rapini;Vegetable;Légume;Rapini;Rapini;1.520532863
520;Brown bear;Ours brun;#bear-brown#;#Ours brun;Meat;Viande;Brown bear;Ours brun;6.522228131
521;Buffalo;Buffle;#buffalo#;#buffalo#;Meat;Viande;Buffalo;Buffle;9.054901733
522;Burbot;lotte;burbot;lotte;Fish;Poisson;Burbot;lotte;16.79684469
523;Giant butterbur;Pétoncle géant;butterbur;pétasite;Plant;Plante;Giant butterbur;Pétoncle géant;2.242923886
524;American butterfish;Papillon d'Amérique;butterfish;papillon;Fish;Poisson;American butterfish;Papillon d'Amérique;10.7362561
525;Butternut;Butternut;butternut;butternut;Nuts & Seed;Noix et graines;Butternut;Butternut;3.201145714
526;Butternut squash;Courge musquée;butternut-squash, butternut-pumpkin;courge musquée, potiron musqué;Fruit;Fruit;Butternut squash;Courge musquée;1.685876902
527;Cardoon;Cardon;cardoon;cardon;Plant;Plante;Cardoon;Cardon;2.727591941
528;Caribou;Caribou;caribou;caribou;Meat;Viande;Caribou;Caribou;7.609603943
529;Natal plum;Prune du Natal;plum-natal;prune-natale;Fruit;Fruit;Natal plum;Prune du Natal;0.968926298
530;Carob;Caroube;carob;caroube;Plant;Plante;Carob;Caroube;0.851406995
531;Common carp;Carpe commune;carp;carpe;Fish;Poisson;Common carp;Carpe commune;9.718449486
532;Channel catfish;Chien-chat de rivière;#catfish-channel#;#carpe-canal#;Fish;Poisson;Channel catfish;Chien-chat de rivière;17.36786121
533;Chia;Chia;chia;chia;Herb;Herbe;Chia;Chia;0.759799103
534;Chinese chestnut;Châtaigne chinoise;chestnut-chinese;châtaigne-chinoise;Nuts & Seed;Noix et graines;Chinese chestnut;Châtaigne chinoise;3.901730261
535;Garland chrysanthemum;Chrysanthème de Garlande;garland-chrysanthemum;guirlande-chrysanthème;Flower;Fleur;Garland chrysanthemum;Chrysanthème de Garlande;1.391358678
536;Cisco;Cisco;#cisco#;#cisco#;Fish;Poisson;Cisco;Cisco;14.67704169
537;Nuttall cockle;Coque de Nuttall;nuttall-cockle;châtaigne-cockle;Fish;Poisson;Nuttall cockle;Coque de Nuttall;6.110040459
538;Common octopus;Pieuvre commune;#octopus#;#octopus#;Seafood;Fruits de mer;Common octopus;Pieuvre commune;13.31092728
539;Corn salad;Salade de maïs;salad-corn;salade-maïs;Vegetable;Légume;Corn salad;Salade de maïs;1.230977356
540;Cottonseed;Graine de coton;cotton-seed;coton-graine;Plant;Plante;Cottonseed;Graine de coton;0.533709425
541;Catjang pea;Pois Catjang;pea-catjang;pois-catjang;Legume;Légumineuse;Catjang pea;Pois Catjang;1.522745071
542;Squashberry;Courge;squash-berry;courge-mûre;Fruit;Fruit;Squashberry;Courge;0.554085203
543;Atlantic croaker;Croak de l'Atlantique;#croaker-atlantic#;#croaker-atlantique#;Fish;Poisson;Atlantic croaker;Croak de l'Atlantique;8.029136411
544;Cusk;Brosme;cusk;brosme;Fish;Poisson;Cusk;Brosme;10.09488188
545;Cuttlefish;Seiche;cuttle-fish;seiche-poisson;Fish;Poisson;Cuttlefish;Seiche;14.2426177
546;Mule deer;Cerf mulet;#mule deer#;#cerf-mulet#;Meat;Viande;Mule deer;Cerf mulet;9.550472895
547;Devilfish;Poisson diable;devil-fish;diable-poisson;Fish;Poisson;Devilfish;Poisson diable;10.96594587
548;Dock;Dock;dock;quai;Herb;Herbe;Dock;Dock;0.76997647
549;Dolphin fish;Poisson dauphin;dolphin;dauphin;Fish;Poisson;Dolphin fish;Poisson dauphin;10.56414128
550;Freshwater drum;Tambour d'eau douce;drum;tambour;Fish;Poisson;Freshwater drum;Tambour d'eau douce;10.23094988
551;Wild duck;Canard sauvage;duck;canard;Meat;Viande;Wild duck;Canard sauvage;14.07200031
552;Freshwater eel;Anguille d'eau douce;eel;anguille;Fish;Poisson;Freshwater eel;Anguille d'eau douce;11.34636308
553;Elk;Elan;#elk#;#elk#;Meat;Viande;Elk;Elan;11.64174162
554;Emu;Émeu;emu;émeu;Meat;Viande;Emu;Émeu;8.504071927
555;Oregon yampah;Yampah de l'Oregon;oregon-yampah;oregon-yampah;Plant;Plante;Oregon yampah;Yampah de l'Oregon;2.04951607
556;European anchovy;Anchois d'Europe;#anchovy-european#;#anchovy-european#;Fish;Poisson;European anchovy;Anchois d'Europe;11.98697382
557;European chestnut;Châtaigne européenne;chestnut-european;châtaigne-européenne;Nuts & Seed;Noix et graines;European chestnut;Châtaigne européenne;3.770625789
558;Turbot;Turbot;turbot;turbot;Fish;Poisson;Turbot;Turbot;14.39088454
559;Fireweed;Épilobe;fireweed;épilobe;Herb;Herbe;Fireweed;Épilobe;0.881959945
560;Florida pompano;Pompano de Floride;pompano;pompano;Fish;Poisson;Florida pompano;Pompano de Floride;13.75742921
561;Ginkgo nuts;Noix de ginkgo;nut-ginkgo;noix-ginkgo;Nuts & Seed;Noix et graines;Ginkgo nuts;Noix de ginkgo;2.942315769
562;Greylag goose;Oie cendrée;goose;oie;Meat;Viande;Greylag goose;Oie cendrée;5.264816328
563;Greenland halibut;Flétan du Groenland;#halibut-greenland#;#flétan du Groenland;Fish;Poisson;Greenland halibut;Flétan du Groenland;17.5045654
564;Groundcherry;Groseille à maquereau;groundcherry;cerisier de terre;Fruit;Fruit;Groundcherry;Groseille à maquereau;1.272342204
565;Grouper;Mérou;grouper;mérou;Fish;Poisson;Grouper;Mérou;14.56170764
566;Haddock;Haddock;#haddock#;#haddock#;Fish;Poisson;Haddock;Haddock;7.348302251
567;Hippoglossus;Hippoglosse;hippoglossus;hippoglosse;Fish;Poisson;Hippoglossus;Hippoglosse;13.37351649
568;Horse;Cheval;horse;cheval;Meat;Viande;Horse;Cheval;8.686240418
569;Hyacinth bean;Haricot jacinthe;bean-hyacinth;haricot-hyacinthe;Legume;Légumineuse;Hyacinth bean;Haricot jacinthe;0.889459984
570;Irish moss;Mousse d'Irlande;moss-irish;mousse-irish;Seafood;Fruits de mer;Irish moss;Mousse d'Irlande;7.61993092
571;Pacific jack mackerel;Maquereau du Pacifique;#mackerel-pacific#;#mackerel-pacifique#;Fish;Poisson;Pacific jack mackerel;Maquereau du Pacifique;11.15066063
572;Japanese chestnut;Châtaigne du Japon;chestnut-japanese;châtaigne-japonaise;Nuts & Seed;Noix et graines;Japanese chestnut;Châtaigne du Japon;1.663914217
573;Jerusalem artichoke;Topinambour;artichoke-jerusalen;artichaut-jérusalen;Vegetable;Légume;Jerusalem artichoke;Topinambour;1.999115932
574;Jujube;Jujube;jujube;jujube;Fruit;Fruit;Jujube;Jujube;1.096642179
575;Jute;Jute;jute;jute;Plant;Plante;Jute;Jute;0.961722173
576;Kale;Chou frisé;kale;chou frisé;Vegetable;Légume;Kale;Chou frisé;1.815003679
577;King mackerel;Maquereau royal;#mackerel-king#;#maquereau-roi#;Fish;Poisson;King mackerel;Maquereau royal;9.066481268
578;Lambsquarters;Chénopode blanc;lambsquarters;chénopode blanc;Plant;Plante;Lambsquarters;Chénopode blanc;1.687786641
579;Leather chiton;Chiton cuir;chiton;chiton;Seafood;Fruits de mer;Leather chiton;Chiton cuir;7.90171225
580;Common ling;Lingue commune;ling;lingue;Fish;Poisson;Common ling;Lingue commune;15.48437704
581;Lingcod;Morue-lingue;lingcod;morue-lingue;Fish;Poisson;Lingcod;Morue-lingue;11.64666597
582;White lupine;Lupin blanc;lupine-white;lupin-blanc;Plant;Plante;White lupine;Lupin blanc;2.694236229
583;Malabar spinach;Epinard de Malabar;spinach-malabar;épinard-malabar;Vegetable;Légume;Malabar spinach;Epinard de Malabar;1.782935006
584;Mammee apple;Pomme Mammee;apple-mammee;pomme-mammee;Fruit;Fruit;Mammee apple;Pomme Mammee;1.05294882
585;Purple mangosteen;Mangoustan pourpre;mangosteen;mangoustan;Fruit;Fruit;Purple mangosteen;Mangoustan pourpre;1.180171074
586;Alpine sweetvetch;Mélilot des Alpes;sweetvetch;mélilot;Plant;Plante;Alpine sweetvetch;Mélilot des Alpes;1.790750812
587;Milkfish;Milkfish;milk-fish;lait-poisson;Fish;Poisson;Milkfish;Milkfish;16.29136625
588;Monkfish;Baudroie;monk-fish;moine-poisson;Fish;Poisson;Monkfish;Baudroie;9.61093076
589;Moose;Orignal;moose;élan;Meat;Viande;Moose;Orignal;9.842504952
590;Moth bean;Haricot papillon;bean-moth;mite à haricots;Legume;Légumineuse;Moth bean;Haricot papillon;1.136378056
591;Mountain yam;Moutarde de montagne;yam-mountain;igname-montagne;Vegetable;Légume;Mountain yam;Moutarde de montagne;1.671558067
592;Striped mullet;Mouton rayé;mullet;mulet;Fish;Poisson;Striped mullet;Mouton rayé;9.52477502
593;Muskrat;Rat musqué;muskrat;rat musqué;Meat;Viande;Muskrat;Rat musqué;14.1358649
594;New Zealand spinach;Epinard de Nouvelle-Zélande;spinach-new-zealand;épinard-new-zealand;Vegetable;Légume;New Zealand spinach;Epinard de Nouvelle-Zélande;0.837776718
595;Nopal;Nopal;nopal;nopal;Plant;Plante;Nopal;Nopal;2.896215552
596;Ocean pout;Tacaud de mer;#pout-ocean#;#pout-ocean#;Fish;Poisson;Ocean pout;Tacaud de mer;7.934304784
597;North Pacific giant octopus;Pieuvre géante du Pacifique Nord;#octopus-pacific#;#octopus-pacific#;Seafood;Fruits de mer;North Pacific giant octopus;Pieuvre géante du Pacifique Nord;13.40433079
598;Ohelo berry;Ohelo berry;berry-ohelo;baie-ohelo;Fruit;Fruit;Ohelo berry;Ohelo berry;1.789915641
600;Opossum;Opossum;opossum;opossum;Meat;Viande;Opossum;Opossum;5.113008448
601;Ostrich;Autruche;ostrich;autruche;Meat;Viande;Ostrich;Autruche;14.14697645
602;Spotted seal;Phoque tacheté;#seal-spotted#;#seal-spotted#;Seafood;Fruits de mer;Spotted seal;Phoque tacheté;11.6459987
603;Pacific herring;Hareng du Pacifique;#herring-pacific#;#hareng-pacifique#;Fish;Poisson;Pacific herring;Hareng du Pacifique;13.28471928
604;Pacific rockfish;Sébaste du Pacifique;rockfish;sébaste;Fish;Poisson;Pacific rockfish;Sébaste du Pacifique;14.90802563
606;Common persimmon;Kaki commun;#persimmon-common#;#persimmon-common#;Fruit;Fruit;Common persimmon;Kaki commun;1.016997735
607;Pheasant;Faisan;pheasant;faisan;Meat;Viande;Pheasant;Faisan;7.028544362
608;Northern pike;Brochet du Nord;pike-northern;brochet-nord;Fish;Poisson;Northern pike;Brochet du Nord;11.72605295
609;Pili nut;Noix de pili;nut-pili;noix-pili;Nuts & Seed;Noix et graines;Pili nut;Noix de pili;3.557060524
610;Colorado pinyon;Pinsons du Colorado;pinyon;pinyon;Plant;Plante;Colorado pinyon;Pinsons du Colorado;1.089187887
611;Pitanga;Pitanga;pitanga;pitanga;Fruit;Fruit;Pitanga;Pitanga;0.780557858
612;French plantain;Plantain français;plantain-french;plantain-français;Plant;Plante;French plantain;Plantain français;0.772950161
613;American pokeweed;Pokeweed américain;pokeweed-american;pokeweed-american;Herb;Herbe;American pokeweed;Pokeweed américain;0.968000748
614;Polar bear;Ours polaire;#bear-polar#;#ours-polaire;Meat;Viande;Polar bear;Ours polaire;12.68036188
615;Prairie turnip;Navet des prairies;turnip-prairie;navet-prairie;Vegetable;Légume;Prairie turnip;Navet des prairies;1.208266122
616;Quinoa;Quinoa;quinoa;quinoa;Cereal;Céréales;Quinoa;Quinoa;2.202860917
617;European rabbit;Lapin d'Europe;#rabbit-european#;#Lapin-européen#;Meat;Viande;European rabbit;Lapin d'Europe;12.94189068
618;Raccoon;Raton laveur;raccoon;raton laveur;Meat;Viande;Raccoon;Raton laveur;13.88776575
619;Rainbow smelt;Éperlan arc-en-ciel;#smelt-rainbow#;#smelt-rainbow#;Fish;Poisson;Rainbow smelt;Éperlan arc-en-ciel;10.66289918
620;Rainbow trout;Truite arc-en-ciel;#trout-rainbow#;#trout-arc-en-ciel#;Fish;Poisson;Rainbow trout;Truite arc-en-ciel;11.57489267
621;Malabar plum;Prune de Malabar;plum-malabar;prune-malabar;Fruit;Fruit;Malabar plum;Prune de Malabar;0.814056879
622;Rose hip;Cynorhodon;Rose-hip;Cynorhodon;Fruit;Fruit;Rose hip;Cynorhodon;0.514100907
623;Roselle;Roselle;roselle;roselle;Herb;Herbe;Roselle;Roselle;0.937829021
624;Orange roughy;Hoplostète orange;orange-roughy;orange-rugueux;Fish;Poisson;Orange roughy;Hoplostète orange;7.332250947
625;Sablefish;Morue charbonnière;sable-fish;zibeline-poisson;Fish;Poisson;Sablefish;Morue charbonnière;11.06209992
626;Pink salmon;Saumon rose;#salmon-pink#;#salmon-pink#;Fish;Poisson;Pink salmon;Saumon rose;12.95003009
627;Chum salmon;Saumon kéta;#salmon-chum#;#salmon-chum#;Fish;Poisson;Chum salmon;Saumon kéta;12.10882287
628;Coho salmon;Le saumon coho;#salmon-coho#;#saumon-coho#;Fish;Poisson;Coho salmon;Le saumon coho;17.39641848
629;Sockeye salmon;Saumon sockeye;#salmon-sockeye#;#saumon-sockeye#;Fish;Poisson;Sockeye salmon;Saumon sockeye;12.77960293
630;Chinook salmon;Le saumon Chinook;#salmon-chinook#;#saumon-chinook#;Fish;Poisson;Chinook salmon;Le saumon Chinook;14.3989138
631;Atlantic salmon;Saumon atlantique;#salmon-atlantic#;#saumon-atlantique#;Fish;Poisson;Atlantic salmon;Saumon atlantique;16.81017892
632;Salmonberry;Salmonberry;salmon-berry;saumon-mûre;Fruit;Fruit;Salmonberry;Salmonberry;0.760597293
633;Common salsify;Salsifis commun;salsify;salsifis;Plant;Plante;Common salsify;Salsifis commun;1.677690436
634;Spanish mackerel;Maquereau espagnol;#mackerel-spanish#;#mackerel-espagnol#;Fish;Poisson;Spanish mackerel;Maquereau espagnol;13.00559313
635;Pacific sardine;Sardine du Pacifique;sardine;sardine;Fish;Poisson;Pacific sardine;Sardine du Pacifique;16.60077841
636;Scup;Morue charbonnière;scup;scup;Fish;Poisson;Scup;Morue charbonnière;8.839162447
637;Sea cucumber;Concombre de mer;cucumber-sea;concombre-mer;Seafood;Fruits de mer;Sea cucumber;Concombre de mer;10.71366398
638;Steller sea lion;Otarie de Steller;sea-lion;oignon de mer;Seafood;Fruits de mer;Steller sea lion;Otarie de Steller;11.94907989
639;Bearded seal;Phoque barbu;#seal-bearded#;#phoque barbu#;Seafood;Fruits de mer;Bearded seal;Phoque barbu;11.38901177
640;Ringed seal;Phoque annelé;#seal-ringed#;#phoque annelé#;Seafood;Fruits de mer;Ringed seal;Phoque annelé;6.664209866
641;Sea trout;Truite de mer;#trout-sea#;#trout-mer#;Fish;Poisson;Sea trout;Truite de mer;6.091654016
642;Sesbania flower;Fleur de Sesbania;sesbania-flower;fleur de sesbania;Flower;Fleur;Sesbania flower;Fleur de Sesbania;1.31704082
643;American shad;Alose savoureuse;shad;alose;Fish;Poisson;American shad;Alose savoureuse;12.47870826
644;Shark;Requin;shark;requin;Fish;Poisson;Shark;Requin;9.617079818
645;Sheefish;Poisson de fond;sheefish;sheefish;Fish;Poisson;Sheefish;Poisson de fond;12.50515391
646;Sheepshead;Tête de mouton;sheepshead;tête de mouette;Fish;Poisson;Sheepshead;Tête de mouton;8.767381198
647;Hedge mustard;Moutarde des haies;mustard-hedge;moutarde-hedge;Vegetable;Légume;Hedge mustard;Moutarde des haies;1.229650123
648;Snapper;Vivaneau;snapper;vivaneau;Fish;Poisson;Snapper;Vivaneau;7.509309438
649;Spelt;Epeautre;spelt;épeautre;Cereal;Céréales;Spelt;Epeautre;2.641094922
650;Spirulina;Spiruline;spirulina;spiruline;Additive;Condiment;Spirulina;Spiruline;1.372932792
651;Squab;Écureuil;squab;pigeonneau;Meat;Viande;Squab;Écureuil;11.48372013
652;Squirrel;Écureuil;squirrel;écureuil;Meat;Viande;Squirrel;Écureuil;9.341194697
653;Greater sturgeon;Grand esturgeon;#sturgeon-greater#;#esturgeon-gros;Fish;Poisson;Greater sturgeon;Grand esturgeon;8.390289511
654;White sucker;Meunier noir;sucker-white;meunier-blanc;Fish;Poisson;White sucker;Meunier noir;9.990529888
655;Pumpkinseed sunfish;Crapet sac-à-lait;sunfish;crapet-soleil;Fish;Poisson;Pumpkinseed sunfish;Crapet sac-à-lait;16.48684974
656;Swordfish;Espadon;swordfish;espadon;Fish;Poisson;Swordfish;Espadon;17.29605811
657;Taro;Taro;taro;taro;Vegetable;Légume;Taro;Taro;1.510567357
658;Teff;Teff;teff;teff;Herb;Herbe;Teff;Teff;0.622407668
659;Tilefish;Tilefish;tile-fish;tuile-poisson;Fish;Poisson;Tilefish;Tilefish;8.959600676
660;Mexican groundcherry;Cachemire mexicain;groundcherry-mexican;cerise de terre-mexicaine;Fruit;Fruit;Mexican groundcherry;Cachemire mexicain;0.521964829
661;Towel gourd;Courge de serviette;gourd-towel;gourde-towel;Vegetable;Légume;Towel gourd;Courge de serviette;1.689346615
662;Salmonidae;Salmonidae;#salmonidae#;#salmonidae#;Fish;Poisson;Salmonidae;Salmonidae;12.33429927
663;Walleye;Doré jaune;walleye;doré jaune;Fish;Poisson;Walleye;Doré jaune;10.4019532
664;Alaska pollock;Colin d'Alaska;#pollock-alaska#;#pollock-alaska#;Fish;Poisson;Alaska pollock;Colin d'Alaska;17.26050324
665;Whelk;Buccin;whelk;buccin;Seafood;Fruits de mer;Whelk;Buccin;11.47100888
667;Broad whitefish;Corégone large;#whitefish-broad#;#poisson-blanc-rouge#;Fish;Poisson;Broad whitefish;Corégone large;11.85366021
668;Whitefish;Corégone;#whitefish#;#poissonblanc#;Fish;Poisson;Whitefish;Corégone;12.72434518
669;Whiting;Merlan;#whiting#;#whiting#;Fish;Poisson;Whiting;Merlan;13.79026711
670;Wild rice;Riz sauvage;rice-wild;riz sauvage;Cereal;Céréales;Wild rice;Riz sauvage;3.941364933
671;Tea leaf willow;Saule à feuilles de thé;tea-leaf-willow;thé-feuille de saule;Herb;Herbe;Tea leaf willow;Saule à feuilles de thé;0.517352994
672;Winged bean;Haricot ailé;bean-winged;haricot à ailes;Legume;Légumineuse;Winged bean;Haricot ailé;1.084731868
673;Yam;Igname;yam;igname;Vegetable;Légume;Yam;Igname;1.554675553
674;Jicama;Jicama;jicama;jicama;Vegetable;Légume;Jicama;Jicama;1.17726954
675;Yautia;Yautia;yautia;yautia;Plant;Plante;Yautia;Yautia;1.615503878
676;Yellowfin tuna;Thon à nageoires jaunes;#tuna-yellowfin#;#tuna-yellowfin#;Fish;Poisson;Yellowfin tuna;Thon à nageoires jaunes;15.15707861
677;Yellowtail amberjack;Sériole à queue jaune;amberjack;sériole;Fish;Poisson;Yellowtail amberjack;Sériole à queue jaune;6.836464181
678;Pollock;Goberge;#pollock#;#pollock#;Fish;Poisson;Pollock;Goberge;10.46711418
679;Albacore tuna;Thon albacore;#tuna-albacore#;#tuna-albacore#;Fish;Poisson;Albacore tuna;Thon albacore;17.87665727
680;Atlantic halibut;Flétan de l'Atlantique;#halibut-atlantic#;#halibut-atlantique#;Fish;Poisson;Atlantic halibut;Flétan de l'Atlantique;13.10563634
682;Smelt;Éperlan;#smelt#;#éperlan#;Fish;Poisson;Smelt;Éperlan;13.60815723
683;Clupeinae;Clupeinae;clupeinae;clupeinae;Fish;Poisson;Clupeinae;Clupeinae;8.769012603
684;Spiny lobster;Homard épineux;#lobster-spiny#;#lobster-spiny#;Seafood;Fruits de mer;Spiny lobster;Homard épineux;13.57296604
685;Black-eyed pea;Poison aux yeux noirs;pea-black-eyed;pois noir-yeux;Legume;Légumineuse;Black-eyed pea;Poison aux yeux noirs;0.676772494
686;Deer;Chevreuil;#deer#;#deer#;Meat;Viande;Deer;Chevreuil;5.329921782
687;Percoidei;Percoidei;percoidei;percoidei;Fish;Poisson;Percoidei;Percoidei;9.169238941
688;Perciformes;Perciformes;perciformes;perciformes;Fish;Poisson;Perciformes;Perciformes;12.43166317
690;Rabbit;Lapin;#rabbit#;#lapin#;Meat;Viande;Rabbit;Lapin;9.092414645
691;Beefalo;Bœuf;beefalo;bœuf;Meat;Viande;Beefalo;Bœuf;12.24444344
693;Bivalvia;Bivalvia;bivalvia;bivalves;Seafood;Fruits de mer;Bivalvia;Bivalvia;7.585105395
694;Flatfish;Poissons plats;flatfish;poisson plat;Fish;Poisson;Flatfish;Poissons plats;11.37207138
695;Walrus;Morses;walrus;morse;Seafood;Fruits de mer;Walrus;Morses;8.001833482
696;Alaska wild rhubarb;Rhubarbe sauvage d'Alaska;rhubarb-alaska;rhubarbe-alaska;Plant;Plante;Alaska wild rhubarb;Rhubarbe sauvage d'Alaska;1.825352267
697;Oriental wheat;Blé oriental;wheat-oriental;blé-oriental;Cereal;Céréales;Oriental wheat;Blé oriental;2.293339877
698;Yardlong bean;Haricot long;bean-yardlong;haricot-long;Legume;Légumineuse;Yardlong bean;Haricot long;0.705258794
699;Great horned owl;Grand-duc d'Amérique;owl;hibou;Meat;Viande;Great horned owl;Grand-duc d'Amérique;9.992989303
700;Quail;Caille;quail;caille;Meat;Viande;Quail;Caille;5.880105714
701;Boysenberry;Mûre de Boysen;boysenberry;mûre de Boysen;Fruit;Fruit;Boysenberry;Mûre de Boysen;0.534096586
702;Rowal;Rowal;rowal;rollier;Plant;Plante;Rowal;Rowal;1.695775011
703;Jew's ear;Oreille de juif;ear-jewâ€™s;oreille-jewâ€™s;Fungus;Champignon;Jew's ear;Oreille de juif;1.20804896
704;Shiitake;Shiitake;shiitake;shiitake;Fungus;Champignon;Shiitake;Shiitake;2.124747285
705;Purple laver;Lavande pourpre;laver;laver;Seafood;Fruits de mer;Purple laver;Lavande pourpre;11.87707391
706;Wakame;Wakame;wakame;wakame;Seafood;Fruits de mer;Wakame;Wakame;7.85702277
707;Enokitake;Enokitake;enokitake;enokitake;Fungus;Champignon;Enokitake;Enokitake;1.345067747
